date,model,portfolio_return
2023-12-06,ledoit_wolf,-0.0015637417881395337
2023-12-07,ledoit_wolf,0.00024118439636659555
2023-12-08,ledoit_wolf,-0.0007392355875844904
2023-12-11,ledoit_wolf,0.0030669605107724648
2023-12-12,ledoit_wolf,-0.0006640158410995834
2023-12-13,ledoit_wolf,0.014745932759616252
2023-12-14,ledoit_wolf,0.0018708936905118445
2023-12-15,ledoit_wolf,-0.0066279222595461325
2023-12-18,ledoit_wolf,0.004075225726230798
2023-12-19,ledoit_wolf,0.003453764647718684
2023-12-20,ledoit_wolf,-0.015237770373796995
2023-12-21,ledoit_wolf,0.007137851750649066
2023-12-22,ledoit_wolf,0.004453863312585951
2023-12-26,ledoit_wolf,0.0030538770211932954
2023-12-27,ledoit_wolf,0.0008342308908320215
2023-12-28,ledoit_wolf,-0.0009554609328960435
2023-12-29,ledoit_wolf,0.0006938707192475032
2023-12-01,equal_weight,0.008688701058293584
2023-12-04,equal_weight,-0.003662453315440979
2023-12-05,equal_weight,-0.004162147424947396
2023-12-06,equal_weight,-0.0010302287867367537
2023-12-07,equal_weight,0.005032395914905919
2023-12-08,equal_weight,0.0012997340420067296
2023-12-11,equal_weight,-0.00023456305647020722
2023-12-12,equal_weight,0.0011837471198290414
2023-12-13,equal_weight,0.020060206976364348
2023-12-14,equal_weight,0.012427583260966619
2023-12-15,equal_weight,-0.002802160910822555
2023-12-18,equal_weight,0.0031817527486331493
2023-12-19,equal_weight,0.006547001628755614
2023-12-20,equal_weight,-0.012787643912516985
2023-12-21,equal_weight,0.007095357459901357
2023-12-22,equal_weight,0.003467176576645744
2023-12-26,equal_weight,0.004429315955701023
2023-12-27,equal_weight,0.00213719223747009
2023-12-28,equal_weight,-0.0007330036833433185
2023-12-29,equal_weight,-0.0030802812464795753
2024-01-02,sample,0.01097195558224967
2024-01-03,sample,0.0027210150353851616
2024-01-04,sample,-0.0015428964241665072
2024-01-05,sample,-0.0015736530030678495
2024-01-08,sample,0.0032522544875151845
2024-01-09,sample,-0.005121248024781707
2024-01-10,sample,0.0008738823396841246
2024-01-11,sample,-0.004895008228138386
2024-01-12,sample,0.003311910058798869
2024-01-16,sample,-0.009824225876963532
2024-01-17,sample,-0.003564183969147853
2024-01-18,sample,-0.002268342401808226
2024-01-19,sample,-0.0013083182601496641
2024-01-22,sample,0.002106360791069206
2024-01-23,sample,0.0043333099428048884
2024-01-24,sample,-0.004700354652274087
2024-01-25,sample,0.006839191719321585
2024-01-26,sample,0.003006550162018734
2024-01-29,sample,0.0030554478587887703
2024-01-30,sample,0.0026597716435876983
2024-01-31,sample,-0.005205302341481994
2024-01-02,ewma,0.0056841650829621004
2024-01-03,ewma,0.0013520950694593033
2024-01-04,ewma,-0.0027541195018488795
2024-01-05,ewma,-0.0019935189822031796
2024-01-08,ewma,0.006132404682769263
2024-01-09,ewma,-0.0029744807247783474
2024-01-10,ewma,0.003962844368768311
2024-01-11,ewma,-0.001058694850293561
2024-01-12,ewma,-0.00045783055775626175
2024-01-16,ewma,-0.0061263173925483055
2024-01-17,ewma,-0.0026246712264783568
2024-01-18,ewma,0.0012237834697428414
2024-01-19,ewma,0.003409280495423498
2024-01-22,ewma,0.0009744535205284941
2024-01-23,ewma,0.0018713668602601177
2024-01-24,ewma,0.0016760905663885332
2024-01-25,ewma,0.005709345949101307
2024-01-26,ewma,0.0028608358701392358
2024-01-29,ewma,0.004987257220261538
